date,month,day_of_week,shift,covers,avg_ticket_eur,sales_eur,food_cost_pct,food_cost_eur,staff_cost_eur,staff_pct,other_costs_eur,prime_cost_pct,net_profit_eur,revpash_eur,table_turnover,waste_pct,temperature_c,booking_channel,google_rating,staff_count,net_profit_rf_eur
2023-06-23,6,Friday,Dinner,54,40.21,2171.34,32.8,712.2,560.21,25.8,172.71,58.6,726.22,9.65,2.16,5.5,32.9,Google Maps,4.6,6,715.81
2023-06-25,6,Sunday,Dinner,57,37.28,2124.96,29.3,622.61,594.99,28.0,167.42,57.3,739.94,9.44,2.28,7.7,31.9,Phone,4.1,10,704.57
2023-06-26,6,Monday,Lunch,26,26.16,680.16,28.3,192.49,201.33,29.6,258.91,57.9,27.43,3.89,1.04,10.8,33.0,Google Maps,3.5,7,56.22
2023-06-26,6,Monday,Lunch,29,32.52,943.08,35.9,338.57,330.08,35.0,205.17,70.9,69.26,5.39,1.16,5.9,29.5,Phone,4.4,7,103.11
2023-06-26,6,Monday,Lunch,38,22.68,861.84,33.5,288.72,268.03,31.1,129.95,64.6,175.14,4.92,1.52,9.2,29.9,WhatsApp,4.8,5,129.06
2023-06-27,6,Tuesday,Dinner,62,44.34,2749.08,22.0,604.8,959.43,34.9,216.76,56.9,968.09,12.22,2.48,5.1,32.0,Google Maps,3.7,8,966.04
2023-06-28,6,Wednesday,Dinner,69,36.11,2491.59,28.3,705.12,877.04,35.2,230.94,63.5,678.49,11.07,2.76,8.7,35.3,Google Maps,4.0,9,751.25
2023-06-28,6,Wednesday,Dinner,30,43.26,1297.8,27.9,362.09,428.27,33.0,185.97,60.9,321.47,5.77,1.2,9.7,32.9,Phone,3.9,9,293.7
2023-06-29,6,Thursday,Lunch,53,24.75,1311.75,28.5,373.85,324.0,24.7,221.06,53.2,392.84,7.5,2.12,7.9,33.0,WhatsApp,3.8,4,396.66
2023-06-29,6,Thursday,Dinner,40,38.29,1531.6,34.4,526.87,586.6,38.3,80.0,72.7,338.13,6.81,1.6,8.1,29.6,Walk-in,3.7,9,327.02
2023-06-30,6,Friday,Lunch,70,25.62,1793.4,31.1,557.75,665.35,37.1,80.0,68.2,490.3,10.25,2.8,9.3,32.6,Phone,3.8,5,458.83
2023-07-01,7,Saturday,Dinner,95,35.92,3412.4,25.4,866.75,1033.96,30.3,136.96,55.7,1374.73,15.17,3.8,7.2,30.6,Google Maps,3.9,7,1273.04
2023-07-01,7,Saturday,Lunch,79,12.79,1010.41,29.5,298.07,233.4,23.1,196.71,52.6,282.23,5.77,3.16,10.7,36.5,Phone,4.0,4,247.65
2023-07-01,7,Saturday,Dinner,90,42.39,3815.1,33.2,1266.61,846.95,22.2,258.95,55.4,1442.59,16.96,3.6,12.1,31.0,WhatsApp,3.9,7,1368.73
2023-07-02,7,Sunday,Lunch,95,23.9,2270.5,30.1,683.42,710.67,31.3,139.31,61.4,737.1,12.97,3.8,5.2,31.4,Walk-in,4.4,5,719.94
2023-07-03,7,Monday,Dinner,48,33.96,1630.08,28.4,462.94,431.97,26.5,151.58,54.9,583.59,7.24,1.92,13.3,30.1,Phone,4.4,6,523.0
2023-07-03,7,Monday,Lunch,33,17.34,572.22,32.3,184.83,122.46,21.4,193.99,53.7,70.94,3.27,1.32,7.1,33.2,WhatsApp,3.5,7,57.99
2023-07-05,7,Wednesday,Dinner,38,33.53,1274.14,37.5,477.8,281.58,22.1,167.85,59.6,346.91,5.66,1.52,14.0,33.1,Phone,3.9,9,371.26
2023-07-06,7,Thursday,Dinner,55,42.54,2339.7,32.8,767.42,648.1,27.7,165.29,60.5,758.89,10.4,2.2,7.1,36.0,Phone,4.6,9,745.15
2023-07-07,7,Friday,Lunch,63,23.2,1461.6,36.2,529.1,453.1,31.0,171.03,67.2,308.37,8.35,2.52,10.1,34.6,Walk-in,4.2,2,291.92
2023-07-08,7,Saturday,Dinner,45,37.72,1697.4,28.7,487.15,628.04,37.0,249.17,65.7,333.04,7.54,1.8,10.1,31.4,Walk-in,4.2,8,409.35
2023-07-09,7,Sunday,Dinner,78,33.2,2589.6,31.0,802.78,839.03,32.4,240.23,63.4,707.56,11.51,3.12,6.8,34.7,Google Maps,4.2,7,725.08
2023-07-09,7,Sunday,Lunch,78,27.44,2140.32,30.9,661.36,601.43,28.1,191.06,59.0,686.47,12.23,3.12,8.2,30.5,Walk-in,4.0,6,658.31
2023-07-09,7,Sunday,Lunch,95,27.06,2570.7,31.5,809.77,820.05,31.9,264.45,63.4,676.43,14.69,3.8,12.3,31.6,WhatsApp,4.1,5,703.35
2023-07-09,7,Sunday,Dinner,67,42.51,2848.17,32.8,934.2,897.17,31.5,212.91,64.3,803.89,12.66,2.68,7.0,33.2,Google Maps,3.9,7,796.81
2023-07-09,7,Sunday,Lunch,79,25.39,2005.81,27.3,547.59,675.96,33.7,241.93,61.0,540.33,11.46,3.16,6.7,30.7,Walk-in,4.4,7,516.48
2023-07-10,7,Monday,Dinner,31,39.57,1226.67,33.6,412.16,365.55,29.8,151.28,63.4,297.68,5.45,1.24,4.5,35.1,Google Maps,3.9,8,301.29
2023-07-10,7,Monday,Lunch,46,26.3,1209.8,24.5,296.4,425.85,35.2,160.58,59.7,326.97,6.91,1.84,12.7,37.6,Google Maps,4.1,7,312.61
2023-07-11,7,Tuesday,Dinner,54,42.06,2271.24,25.7,583.71,774.49,34.1,160.1,59.8,752.94,10.09,2.16,6.6,32.4,Walk-in,4.4,2,724.52
2023-07-11,7,Tuesday,Lunch,39,29.3,1142.7,39.5,451.37,347.38,30.4,186.1,69.9,157.85,6.53,1.56,11.6,31.7,Walk-in,4.0,6,186.68
2023-07-11,7,Tuesday,Dinner,55,36.6,2013.0,29.0,583.77,591.82,29.4,192.7,58.4,644.71,8.95,2.2,6.2,32.7,Phone,4.1,5,643.75
2023-07-11,7,Tuesday,Dinner,61,36.61,2233.21,33.9,757.06,772.69,34.6,204.59,68.5,498.87,9.93,2.44,11.5,31.9,Google Maps,4.0,10,543.31
2023-07-13,7,Thursday,Dinner,59,32.16,1897.44,37.8,717.23,500.92,26.4,278.79,64.2,400.5,8.43,2.36,10.4,33.5,Google Maps,4.1,7,472.02
2023-07-13,7,Thursday,Dinner,70,28.38,1986.6,22.0,437.05,446.98,22.5,222.46,44.5,880.11,8.83,2.8,7.3,30.4,Phone,4.0,9,843.92
2023-07-14,7,Friday,Lunch,47,23.1,1085.7,35.5,385.42,243.2,22.4,166.83,57.9,290.25,6.2,1.88,5.8,33.6,Google Maps,3.9,8,300.0
2023-07-14,7,Friday,Dinner,58,31.74,1840.92,33.6,618.55,478.64,26.0,189.85,59.6,553.88,8.18,2.32,6.0,36.8,Google Maps,3.8,8,517.46
2023-07-14,7,Friday,Lunch,85,26.02,2211.7,37.6,831.6,736.5,33.3,257.72,70.9,385.88,12.64,3.4,6.0,29.0,Google Maps,4.0,6,421.84
2023-07-15,7,Saturday,Lunch,60,13.67,820.2,26.3,215.71,228.84,27.9,225.18,54.2,150.47,4.69,2.4,11.2,30.7,Google Maps,4.5,6,150.45
2023-07-15,7,Saturday,Lunch,78,26.06,2032.68,36.8,748.03,630.13,31.0,257.13,67.8,397.39,11.62,3.12,8.5,32.1,Walk-in,4.3,3,418.15
2023-07-15,7,Saturday,Lunch,29,19.48,564.92,28.0,158.18,155.35,27.5,168.28,55.5,83.11,3.23,1.16,4.7,34.1,WhatsApp,3.5,7,61.62
2023-07-17,7,Monday,Dinner,63,41.46,2611.98,35.2,919.42,720.91,27.6,157.98,62.8,813.67,11.61,2.52,7.2,34.8,Google Maps,3.9,8,776.76
2023-07-17,7,Monday,Dinner,35,35.52,1243.2,30.9,384.15,309.56,24.9,158.63,55.8,390.86,5.53,1.4,7.6,34.6,WhatsApp,3.8,7,425.5
2023-07-20,7,Thursday,Lunch,72,24.24,1745.28,34.1,595.14,514.86,29.5,171.91,63.6,463.37,9.97,2.88,1.6,29.6,Phone,3.5,7,436.92
2023-07-20,7,Thursday,Lunch,51,29.7,1514.7,31.2,472.59,440.78,29.1,142.15,60.3,459.18,8.66,2.04,7.4,31.7,Walk-in,4.2,4,455.82
2023-07-20,7,Thursday,Dinner,61,34.52,2105.72,23.6,496.95,675.94,32.1,203.28,55.7,729.55,9.36,2.44,10.2,31.2,Phone,4.1,6,701.47
2023-07-21,7,Friday,Lunch,95,23.35,2218.25,22.0,488.02,696.53,31.4,204.06,53.4,829.64,12.68,3.8,7.6,32.9,Phone,4.9,6,779.85
2023-07-21,7,Friday,Lunch,95,28.78,2734.1,31.8,869.44,792.89,29.0,250.25,60.8,821.52,15.62,3.8,8.8,33.0,Google Maps,4.0,8,831.45
2023-07-22,7,Saturday,Lunch,70,25.82,1807.4,29.9,540.41,406.66,22.5,110.79,52.4,749.54,10.33,2.8,9.5,30.3,Phone,3.8,7,683.1
2023-07-22,7,Saturday,Dinner,71,41.42,2940.82,32.6,958.71,1041.05,35.4,147.51,68.0,793.55,13.07,2.84,7.0,32.1,WhatsApp,3.8,6,835.46
2023-07-23,7,Sunday,Dinner,92,44.61,4104.12,30.0,1231.24,1214.82,29.6,226.25,59.6,1431.81,18.24,3.68,10.2,34.2,Google Maps,3.9,7,1338.87
2023-07-24,7,Monday,Lunch,60,21.53,1291.8,39.1,505.09,392.71,30.4,198.26,69.5,195.74,7.38,2.4,12.4,31.7,Google Maps,4.3,5,236.07
2023-07-25,7,Tuesday,Lunch,58,20.35,1180.3,31.9,376.52,448.51,38.0,192.02,69.9,163.25,6.74,2.32,3.4,32.6,Walk-in,4.4,6,194.76
2023-07-26,7,Wednesday,Dinner,83,41.17,3417.11,29.2,997.8,1178.9,34.5,246.87,63.7,993.54,15.19,3.32,7.0,36.4,Website,5.0,8,1006.61
2023-07-26,7,Wednesday,Dinner,52,32.93,1712.36,32.3,553.09,551.38,32.2,144.55,64.5,463.34,7.61,2.08,15.0,37.0,WhatsApp,3.6,4,437.95
2023-07-27,7,Thursday,Lunch,69,30.08,2075.52,29.3,608.13,622.66,30.0,157.21,59.3,687.52,11.86,2.76,8.5,28.7,Google Maps,4.1,7,715.61
2023-07-29,7,Saturday,Dinner,94,29.81,2802.14,31.4,879.87,837.84,29.9,151.91,61.3,932.52,12.45,3.76,7.9,33.2,Walk-in,3.8,5,891.78
2023-07-29,7,Saturday,Lunch,66,20.31,1340.46,26.1,349.86,418.22,31.2,99.42,57.3,472.96,7.66,2.64,7.2,38.8,Phone,4.2,4,369.56
2023-07-31,7,Monday,Lunch,30,25.69,770.7,31.0,238.92,246.62,32.0,195.98,63.0,89.18,4.4,1.2,11.8,34.0,Walk-in,4.7,10,88.92
2023-08-01,8,Tuesday,Dinner,72,42.04,3026.88,29.1,880.82,1168.38,38.6,166.47,67.7,811.21,13.45,2.88,5.2,31.8,Phone,4.4,10,845.8
2023-08-02,8,Wednesday,Lunch,48,29.1,1396.8,26.5,370.15,592.24,42.4,157.02,68.9,277.39,7.98,1.92,10.8,34.4,Walk-in,3.6,6,302.85
2023-08-03,8,Thursday,Dinner,43,45.17,1942.31,38.9,755.56,611.83,31.5,148.9,70.4,426.02,8.63,1.72,7.2,32.2,Phone,4.4,6,417.86
2023-08-03,8,Thursday,Lunch,46,30.64,1409.44,26.7,376.32,281.89,20.0,189.2,46.7,562.03,8.05,1.84,5.8,33.2,Google Maps,3.3,3,524.97
2023-08-03,8,Thursday,Lunch,48,25.6,1228.8,31.0,380.93,309.66,25.2,154.07,56.2,384.14,7.02,1.92,7.3,31.4,Phone,3.1,4,351.38
2023-08-04,8,Friday,Dinner,89,25.02,2226.78,27.8,619.04,870.67,39.1,199.97,66.9,537.1,9.9,3.56,7.9,32.2,Phone,4.0,5,545.24
2023-08-04,8,Friday,Lunch,83,28.07,2329.81,32.2,750.2,782.82,33.6,210.66,65.8,586.13,13.31,3.32,6.5,32.6,WhatsApp,4.3,7,594.49
2023-08-05,8,Saturday,Dinner,87,50.17,4364.79,25.9,1130.48,1401.1,32.1,176.74,58.0,1656.47,19.4,3.48,11.3,33.5,Walk-in,4.2,7,1481.51
2023-08-05,8,Saturday,Lunch,81,31.25,2531.25,34.4,870.75,739.12,29.2,173.69,63.6,747.69,14.46,3.24,5.8,30.9,Google Maps,4.9,8,718.14
2023-08-05,8,Saturday,Lunch,62,31.2,1934.4,39.1,756.35,466.19,24.1,198.35,63.2,513.51,11.05,2.48,8.4,30.9,Walk-in,4.1,8,506.16
2023-08-05,8,Saturday,Lunch,86,25.77,2216.22,27.6,611.68,851.03,38.4,188.7,66.0,564.81,12.66,3.44,9.6,27.9,Walk-in,4.1,8,537.69
2023-08-06,8,Sunday,Dinner,95,39.27,3730.65,35.9,1339.3,966.24,25.9,249.86,61.8,1175.25,16.58,3.8,8.4,31.0,Walk-in,4.6,5,1192.27
2023-08-06,8,Sunday,Lunch,84,20.77,1744.68,29.5,514.68,586.21,33.6,204.32,63.1,439.47,9.97,3.36,10.3,33.7,Google Maps,4.0,8,452.27
2023-08-06,8,Sunday,Dinner,82,41.6,3411.2,37.0,1262.14,801.63,23.5,239.3,60.5,1108.13,15.16,3.28,6.7,32.7,Phone,4.3,8,1094.95
2023-08-08,8,Tuesday,Lunch,45,29.86,1343.7,39.8,534.79,388.33,28.9,217.47,68.7,203.11,7.68,1.8,9.9,29.8,WhatsApp,4.3,6,272.45
2023-08-08,8,Tuesday,Dinner,58,39.87,2312.46,30.1,696.05,809.36,35.0,130.67,65.1,676.38,10.28,2.32,10.0,28.0,Phone,3.7,3,660.57
2023-08-08,8,Tuesday,Lunch,44,21.71,955.24,24.9,237.85,275.11,28.8,164.88,53.7,277.4,5.46,1.76,10.9,31.5,Walk-in,4.3,9,264.27
2023-08-08,8,Tuesday,Dinner,55,32.73,1800.15,34.8,626.45,507.64,28.2,187.84,63.0,478.22,8.0,2.2,2.3,33.6,Google Maps,5.0,7,481.95
2023-08-11,8,Friday,Dinner,43,41.9,1801.7,31.9,574.74,542.31,30.1,229.08,62.0,455.57,8.01,1.72,9.5,30.8,Walk-in,4.6,2,448.2
2023-08-11,8,Friday,Dinner,43,35.03,1506.29,33.0,497.08,350.97,23.3,276.75,56.3,381.49,6.69,1.72,10.7,28.9,Google Maps,3.8,10,420.48
2023-08-11,8,Friday,Dinner,70,34.63,2424.1,29.6,717.53,543.0,22.4,168.21,52.0,995.36,10.77,2.8,6.8,30.6,Walk-in,5.0,6,941.99
2023-08-12,8,Saturday,Dinner,63,44.06,2775.78,27.5,763.34,932.66,33.6,192.49,61.1,887.29,12.34,2.52,6.4,32.4,Walk-in,4.4,10,898.35
2023-08-13,8,Sunday,Dinner,75,44.11,3308.25,35.6,1177.74,923.0,27.9,226.0,63.5,981.51,14.7,3.0,5.9,34.3,Google Maps,4.3,8,1041.09
2023-08-13,8,Sunday,Lunch,71,29.63,2103.73,32.3,679.5,704.75,33.5,187.4,65.8,532.08,12.02,2.84,4.9,31.3,Website,4.1,7,600.48
2023-08-13,8,Sunday,Lunch,74,19.62,1451.88,25.2,365.87,516.87,35.6,263.98,60.8,305.16,8.3,2.96,10.0,33.9,Phone,4.4,7,310.44
2023-08-13,8,Sunday,Dinner,85,44.22,3758.7,33.7,1266.68,1353.13,36.0,129.35,69.7,1009.54,16.71,3.4,14.8,33.7,WhatsApp,4.1,6,1017.41
2023-08-13,8,Sunday,Dinner,65,25.76,1674.4,32.9,550.88,366.69,21.9,220.51,54.8,536.32,7.44,2.6,6.3,29.4,Walk-in,4.1,7,533.57
2023-08-14,8,Monday,Dinner,35,50.59,1770.65,29.7,525.88,469.22,26.5,220.07,56.2,555.48,7.87,1.4,6.6,34.3,WhatsApp,4.0,10,557.27
2023-08-15,8,Tuesday,Lunch,76,11.53,876.28,37.5,328.6,286.54,32.7,241.84,70.2,19.3,5.01,3.04,8.0,32.4,Google Maps,4.5,5,80.93
2023-08-15,8,Tuesday,Lunch,56,21.92,1227.52,28.5,349.84,402.63,32.8,192.79,61.3,282.26,7.01,2.24,3.2,29.4,Walk-in,4.4,8,287.01
2023-08-16,8,Wednesday,Lunch,53,30.1,1595.3,30.3,483.38,657.26,41.2,230.12,71.5,224.54,9.12,2.12,5.9,35.3,Walk-in,4.0,5,316.87
2023-08-16,8,Wednesday,Dinner,57,30.54,1740.78,34.1,593.61,443.9,25.5,178.79,59.6,524.48,7.74,2.28,7.8,31.5,Walk-in,3.5,7,507.88
2023-08-17,8,Thursday,Lunch,53,18.25,967.25,31.3,302.75,346.28,35.8,153.94,67.1,164.28,5.53,2.12,5.3,27.9,Phone,4.1,10,157.34
2023-08-17,8,Thursday,Lunch,46,28.96,1332.16,25.5,339.7,424.96,31.9,147.38,57.4,420.12,7.61,1.84,11.6,30.4,Walk-in,3.8,8,378.26
2023-08-17,8,Thursday,Lunch,42,19.54,820.68,31.7,260.16,178.91,21.8,125.14,53.5,256.47,4.69,1.68,4.1,29.9,Google Maps,3.9,9,201.16
2023-08-17,8,Thursday,Lunch,45,21.7,976.5,29.3,286.11,266.58,27.3,170.14,56.6,253.67,5.58,1.8,10.7,30.4,Website,4.1,7,236.8
2023-08-18,8,Friday,Dinner,90,45.31,4077.9,34.4,1402.8,1276.38,31.3,204.02,65.7,1194.7,18.12,3.6,12.4,30.9,Walk-in,3.7,10,1206.92
2023-08-18,8,Friday,Lunch,62,24.41,1513.42,31.6,478.24,325.39,21.5,180.63,53.1,529.16,8.65,2.48,9.1,31.3,Phone,3.5,5,506.74
2023-08-19,8,Saturday,Dinner,71,35.8,2541.8,31.4,798.13,508.36,20.0,198.91,51.4,1036.4,11.3,2.84,7.6,31.2,Phone,4.2,4,981.79
2023-08-19,8,Saturday,Lunch,86,25.28,2174.08,26.8,582.65,460.9,21.2,245.57,48.0,884.96,12.42,3.44,8.7,31.6,WhatsApp,4.1,10,818.1
2023-08-19,8,Saturday,Lunch,68,23.09,1570.12,30.1,472.61,491.45,31.3,166.71,61.4,439.35,8.97,2.72,6.7,33.0,Phone,4.1,6,441.47
2023-08-19,8,Saturday,Lunch,85,29.22,2483.7,34.9,866.81,685.5,27.6,295.31,62.5,636.08,14.19,3.4,1.9,30.3,Phone,4.3,8,689.21
2023-08-19,8,Saturday,Lunch,45,19.31,868.95,27.9,242.44,233.75,26.9,223.99,54.8,168.77,4.97,1.8,5.1,34.2,Phone,3.8,10,197.65
2023-08-21,8,Monday,Lunch,36,23.37,841.32,30.9,259.97,228.0,27.1,181.14,58.0,172.21,4.81,1.44,8.0,29.3,Walk-in,4.2,8,163.46
2023-08-21,8,Monday,Lunch,38,29.38,1116.44,27.3,304.79,255.66,22.9,180.12,50.2,375.87,6.38,1.52,5.2,33.0,Walk-in,4.6,10,379.1
2023-08-21,8,Monday,Dinner,38,35.55,1350.9,26.3,355.29,374.2,27.7,144.63,54.0,476.78,6.0,1.52,6.8,35.1,Phone,4.0,7,460.59
2023-08-21,8,Monday,Lunch,22,21.19,466.18,30.7,143.12,97.43,20.9,188.84,51.6,36.79,2.66,0.88,9.4,31.4,Walk-in,4.9,6,34.93
2023-08-21,8,Monday,Dinner,49,35.89,1758.61,31.7,557.48,631.34,35.9,92.73,67.6,477.06,7.82,1.96,8.4,32.2,Phone,4.1,2,444.53
2023-08-21,8,Monday,Dinner,29,47.9,1389.1,39.0,541.75,534.8,38.5,246.51,77.5,66.04,6.17,1.16,11.2,29.9,Walk-in,3.8,8,139.55
2023-08-22,8,Tuesday,Dinner,60,22.36,1341.6,29.2,391.75,268.32,20.0,80.0,49.2,601.53,5.96,2.4,8.9,30.8,Phone,4.4,2,533.19
2023-08-23,8,Wednesday,Lunch,56,22.61,1266.16,30.8,389.98,350.73,27.7,191.88,58.5,333.57,7.24,2.24,9.1,34.9,Walk-in,4.1,8,297.59
2023-08-24,8,Thursday,Lunch,70,30.4,2128.0,26.0,553.28,595.84,28.0,138.52,54.0,840.36,12.16,2.8,5.9,33.3,Website,4.5,10,805.02
2023-08-24,8,Thursday,Lunch,86,27.14,2334.04,33.4,779.57,679.21,29.1,158.45,62.5,716.81,13.34,3.44,4.0,32.6,WhatsApp,4.3,7,649.02
2023-08-25,8,Friday,Lunch,50,12.47,623.5,32.6,203.26,218.22,35.0,164.25,67.6,37.77,3.56,2.0,6.8,27.9,Walk-in,4.0,7,55.8
2023-08-27,8,Sunday,Dinner,61,49.16,2998.76,37.0,1109.54,830.66,27.7,276.65,64.7,781.91,13.33,2.44,5.8,30.4,Walk-in,4.7,9,829.21
2023-08-27,8,Sunday,Lunch,77,22.01,1694.77,35.4,599.95,501.65,29.6,140.35,65.0,452.82,9.68,3.08,7.5,35.3,Google Maps,3.9,8,421.6
2023-08-29,8,Tuesday,Lunch,40,16.67,666.8,32.4,216.04,299.39,44.9,231.14,77.3,-79.77,3.81,1.6,4.8,32.6,Walk-in,3.2,9,-40.19
2023-08-30,8,Wednesday,Dinner,66,37.8,2494.8,29.1,725.99,733.47,29.4,242.22,58.5,793.12,11.09,2.64,10.5,32.9,Phone,4.5,7,742.69
2023-08-30,8,Wednesday,Dinner,67,39.17,2624.39,31.8,834.56,1018.26,38.8,84.77,70.6,686.8,11.66,2.68,5.8,32.1,Walk-in,4.2,2,681.11
2023-08-31,8,Thursday,Dinner,63,32.22,2029.86,30.6,621.14,659.7,32.5,162.31,63.1,586.71,9.02,2.52,6.9,30.6,WhatsApp,4.6,9,583.73
2023-08-31,8,Thursday,Lunch,59,24.49,1444.91,34.8,502.83,393.02,27.2,256.8,62.0,292.26,8.26,2.36,7.9,32.5,WhatsApp,3.7,6,304.78
2023-09-01,9,Friday,Lunch,95,20.3,1928.5,34.3,661.48,509.12,26.4,130.84,60.7,627.06,11.02,3.8,11.4,25.4,Phone,4.0,5,587.07
2023-09-01,9,Friday,Lunch,52,24.34,1265.68,29.8,377.17,379.7,30.0,243.92,59.8,264.89,7.23,2.08,13.3,25.3,Phone,4.0,8,299.62
2023-09-03,9,Sunday,Lunch,75,20.48,1536.0,25.2,387.07,374.78,24.4,189.2,49.6,584.95,8.78,3.0,13.5,27.0,Website,4.5,7,562.17
2023-09-04,9,Monday,Lunch,31,20.78,644.18,36.3,233.84,165.55,25.7,187.25,62.0,57.54,3.68,1.24,4.2,28.9,Website,4.4,5,59.89
2023-09-04,9,Monday,Lunch,46,29.36,1350.56,33.3,449.74,376.81,27.9,193.13,61.2,330.88,7.72,1.84,6.9,25.4,Website,4.2,4,369.86
2023-09-06,9,Wednesday,Lunch,30,29.93,897.9,29.7,266.68,282.84,31.5,205.42,61.2,142.96,5.13,1.2,6.3,28.8,Walk-in,4.2,8,170.01
2023-09-06,9,Wednesday,Lunch,55,14.23,782.65,33.2,259.84,306.02,39.1,147.0,72.3,69.79,4.47,2.2,9.1,26.5,Walk-in,3.6,5,69.44
2023-09-07,9,Thursday,Lunch,60,27.98,1678.8,31.3,525.46,463.35,27.6,178.28,58.9,511.71,9.59,2.4,8.9,26.8,Google Maps,4.4,7,489.53
2023-09-08,9,Friday,Dinner,56,38.87,2176.72,36.3,790.15,703.08,32.3,206.68,68.6,476.81,9.67,2.24,6.3,31.1,Phone,4.4,8,527.84
2023-09-09,9,Saturday,Dinner,62,46.08,2856.96,23.3,665.67,625.67,21.9,197.96,45.2,1367.66,12.7,2.48,6.0,28.6,Walk-in,5.0,9,1235.88
2023-09-09,9,Saturday,Dinner,74,45.92,3398.08,29.4,999.04,1199.52,35.3,205.72,64.7,993.8,15.1,2.96,5.0,26.7,Walk-in,4.3,10,996.02
2023-09-10,9,Sunday,Lunch,91,17.88,1627.08,37.4,608.53,348.2,21.4,157.66,58.8,512.69,9.3,3.64,1.0,28.9,WhatsApp,4.4,7,471.8
2023-09-10,9,Sunday,Lunch,54,27.33,1475.82,33.3,491.45,501.78,34.0,218.45,67.3,264.14,8.43,2.16,4.1,25.6,WhatsApp,4.3,6,300.1
2023-09-10,9,Sunday,Lunch,58,18.93,1097.94,38.1,418.32,324.99,29.6,195.69,67.7,158.94,6.27,2.32,10.6,29.3,Phone,3.8,10,143.9
2023-09-10,9,Sunday,Dinner,94,29.84,2804.96,26.1,732.09,824.66,29.4,118.87,55.5,1129.34,12.47,3.76,12.4,30.7,WhatsApp,4.6,9,1077.92
2023-09-10,9,Sunday,Dinner,68,46.29,3147.72,35.3,1111.15,897.1,28.5,166.09,63.8,973.38,13.99,2.72,12.0,29.8,Phone,4.1,7,963.67
2023-09-10,9,Sunday,Lunch,59,19.29,1138.11,35.0,398.34,267.46,23.5,149.7,58.5,322.61,6.5,2.36,10.7,32.8,WhatsApp,4.0,7,272.33
2023-09-11,9,Monday,Dinner,45,45.96,2068.2,24.3,502.57,492.23,23.8,149.12,48.1,924.28,9.19,1.8,5.0,24.6,Phone,4.0,7,866.72
2023-09-11,9,Monday,Lunch,33,26.41,871.53,29.8,259.72,298.06,34.2,168.56,64.0,145.19,4.98,1.32,4.5,28.8,Walk-in,4.1,7,121.19
2023-09-11,9,Monday,Lunch,47,34.26,1610.22,30.6,492.73,484.68,30.1,217.61,60.7,415.2,9.2,1.88,2.6,25.8,Phone,3.9,7,424.65
2023-09-11,9,Monday,Dinner,31,42.76,1325.56,24.5,324.76,377.78,28.5,161.79,53.0,461.23,5.89,1.24,6.3,28.2,Phone,4.2,5,414.01
2023-09-11,9,Monday,Dinner,36,32.48,1169.28,29.9,349.61,376.51,32.2,200.13,62.1,243.03,5.2,1.44,8.3,28.5,Phone,4.1,7,274.79
2023-09-13,9,Wednesday,Dinner,69,39.81,2746.89,34.5,947.68,837.8,30.5,192.75,65.0,768.66,12.21,2.76,5.0,33.1,Walk-in,4.0,10,807.26
2023-09-13,9,Wednesday,Dinner,52,48.55,2524.6,29.4,742.23,656.4,26.0,154.94,55.4,971.03,11.22,2.08,9.3,28.4,Website,4.3,5,890.84
2023-09-14,9,Thursday,Lunch,66,26.32,1737.12,32.0,555.88,734.8,42.3,174.48,74.3,271.96,9.93,2.64,10.0,28.3,Walk-in,4.1,6,304.27
2023-09-15,9,Friday,Dinner,72,35.16,2531.52,32.0,810.09,853.12,33.7,228.92,65.7,639.39,11.25,2.88,6.6,30.5,Walk-in,3.9,5,682.15
2023-09-16,9,Saturday,Lunch,95,16.14,1533.3,31.0,475.32,469.19,30.6,196.74,61.6,392.05,8.76,3.8,4.0,28.4,Phone,3.8,9,368.27
2023-09-16,9,Saturday,Dinner,95,28.72,2728.4,28.2,769.41,747.58,27.4,214.7,55.6,996.71,12.13,3.8,12.1,32.2,Phone,4.1,9,997.07
2023-09-16,9,Saturday,Lunch,49,23.35,1144.15,33.6,384.43,398.16,34.8,247.26,68.4,114.3,6.54,1.96,8.1,29.8,Phone,3.8,4,196.7
2023-09-18,9,Monday,Dinner,43,37.97,1632.71,24.7,403.28,426.14,26.1,209.57,50.8,593.72,7.26,1.72,13.8,30.2,Google Maps,3.8,3,542.15
2023-09-18,9,Monday,Lunch,30,21.22,636.6,31.0,197.35,162.97,25.6,103.57,56.6,172.71,3.64,1.2,8.3,24.8,Phone,3.8,9,114.0
2023-09-20,9,Wednesday,Dinner,58,42.06,2439.48,36.5,890.41,939.2,38.5,202.18,75.0,407.69,10.84,2.32,8.5,32.5,Google Maps,4.2,4,500.07
2023-09-21,9,Thursday,Lunch,56,19.22,1076.32,29.2,314.29,325.05,30.2,162.18,59.4,274.8,6.15,2.24,5.1,27.2,Google Maps,4.6,9,219.07
2023-09-22,9,Friday,Dinner,54,38.49,2078.46,28.1,584.05,544.56,26.2,271.46,54.3,678.39,9.24,2.16,6.7,28.5,Walk-in,4.2,6,709.34
2023-09-25,9,Monday,Lunch,48,20.14,966.72,33.9,327.72,290.02,30.0,207.97,63.9,141.01,5.52,1.92,3.3,27.2,Phone,4.5,8,172.6
2023-09-25,9,Monday,Lunch,40,28.64,1145.6,31.7,363.16,392.94,34.3,163.12,66.0,226.38,6.55,1.6,4.0,26.5,WhatsApp,4.1,8,236.03
